CID,UNIT,W_ID,UTYPE,BEDS,AREA,PRICE,DATE,IS_MODE,IS_DEL
6955,Binghatti Amber,9246,Apartment,1,682.75,801882,04.08.2023,,
6955,Binghatti Amber,9247,Apartment,1,695.56,801882,04.08.2023,,
6955,Binghatti Amber,9248,Apartment,1,709.56,872705,04.08.2023,,
6955,Binghatti Amber,9249,Apartment,1,715.37,841411,04.08.2023,,
6955,Binghatti Amber,9250,Apartment,1,741.63,835764,04.08.2023,,
6955,Binghatti Amber,9251,Apartment,1,917.3,912235,04.08.2023,,
6955,Binghatti Amber,9252,Apartment,1,928.28,902235,04.08.2023,,
6955,Binghatti Amber,9253,Apartment,1,942.27,924000,04.08.2023,,
6955,Binghatti Amber,9254,Apartment,2,1412.87,2081323,04.08.2023,,
6955,Binghatti Amber,9255,Apartment,2,1653.23,2053088,04.08.2023,,
6955,Binghatti Amber,9256,Apartment,2,1753.44,2123676,04.08.2023,,
6955,Binghatti Amber,9257,Apartment,2,1778.52,2060147,04.08.2023,,
6955,Binghatti Amber,9258,Apartment,3,2355.36,3625000,04.08.2023,,
745,Azizi Riviera 1,9259,Apartment,1,793.2,3472000,31.07.2023,,
745,Azizi Riviera 1,9260,Apartment,1,825,3632000,31.07.2023,,
746,Azizi Riviera 2,9261,Apartment,1,844.22,4405000,31.07.2023,,
748,Azizi Riviera 3,9262,Apartment,1,889.97,2837000,31.07.2023,,
748,Azizi Riviera 3,9263,Apartment,1,978.34,2872000,31.07.2023,,
2046,California by Samana,9604,Apartment,2,1484.99,1863000,02.08.2023,,
2046,California by Samana,9605,Apartment,2,1365.51,1917000,02.08.2023,,
2046,California by Samana,9606,Apartment,2,1286.07,1917000,02.08.2023,,
2046,California by Samana,9607,Apartment,2,1304.59,1944000,02.08.2023,,
2046,California by Samana,9608,Apartment,2,1766.9,2050920,02.08.2023,,
2046,California by Samana,9609,Apartment,2,1725.99,2428920,02.08.2023,,
2046,California by Samana,9610,Apartment,2,1596.29,2482920,02.08.2023,,
2046,California by Samana,9611,Apartment,2,1514.91,2482920,02.08.2023,,
2061,Ellington House III,9612,Apartment,2,1383.7,3259828,05.08.2023,,
2061,Ellington House III,9613,Apartment,2,1534.5,3881828,05.08.2023,,
2061,Ellington House III,9614,Apartment,2,1538.92,3892828,05.08.2023,,
2061,Ellington House III,9615,Apartment,2,1343.98,3266828,05.08.2023,,
2061,Ellington House III,9616,Apartment,1,903.31,2314828,05.08.2023,,
2062,Ellington House IV,9617,Apartment,2,1337.42,3096828,05.08.2023,,
2062,Ellington House IV,9618,Apartment,2,1366.26,3154828,05.08.2023,,
2062,Ellington House IV,9619,Apartment,2,1360.88,3422828,05.08.2023,,
2062,Ellington House IV,9620,Apartment,1,913.64,2206828,05.08.2023,,
2062,Ellington House IV,9621,Apartment,2,1370.14,3171828,05.08.2023,,
2062,Ellington House IV,9622,Apartment,2,1359.37,3418828,05.08.2023,,
2062,Ellington House IV,9623,Apartment,1,816.66,1984828,05.08.2023,,
2062,Ellington House IV,9624,Apartment,3,1867.43,4677828,05.08.2023,,
2062,Ellington House IV,9625,Apartment,2,1363.03,3448828,05.08.2023,,
2062,Ellington House IV,9626,Apartment,1,915.15,2282828,05.08.2023,,
2050,Arbor View,9627,Apartment,3,1720.29,2566828,05.08.2023,,
2050,Arbor View,9628,Apartment,3,1761.62,2645828,05.08.2023,,
2050,Arbor View,9629,Apartment,2,1363.36,1965828,05.08.2023,,
2050,Arbor View,9630,Apartment,2,1204.27,1736828,05.08.2023,,
2050,Arbor View,9631,Apartment,2,1254.43,1946828,05.08.2023,,
2050,Arbor View,9632,Apartment,2,1296.51,2012828,05.08.2023,,
2050,Arbor View,9633,Apartment,2,1429.55,2218828,05.08.2023,,
2050,Arbor View,9634,Apartment,2,1359.7,1974828,05.08.2023,,
2050,Arbor View,9635,Apartment,1,944.64,1503828,05.08.2023,,
2050,Arbor View,9636,Apartment,1,947.33,1517828,05.08.2023,,
2050,Arbor View,9637,Apartment,1,931.51,1492828,05.08.2023,,
2050,Arbor View,9638,Apartment,1,915.58,1494828,05.08.2023,,
579,The Opus Residences,9639,Apartment,2,2569,12073900,31.07.2023,,
579,The Opus Residences,9640,Apartment,2,2661,12507459,31.07.2023,,
579,The Opus Residences,9641,Apartment,2,2774,13038152,31.07.2023,,
579,The Opus Residences,9642,Apartment,1,1075,5162027,31.07.2023,,
579,The Opus Residences,9643,Apartment,1,1118,5364561,31.07.2023,,
579,The Opus Residences,9644,Apartment,1,1040,4994110,31.07.2023,,
579,The Opus Residences,9645,Apartment,1,1154,5541261,31.07.2023,,
579,The Opus Residences,9646,Apartment,1,1399,6575300,31.07.2023,,
579,The Opus Residences,9647,Apartment,1,924,4341160,31.07.2023,,
579,The Opus Residences,9648,Apartment,1,1124,5281130,31.07.2023,,
579,The Opus Residences,9649,Apartment,1,1533,7204070,31.07.2023,,
579,The Opus Residences,9650,Apartment,1,1178,5534587,31.07.2023,,
579,The Opus Residences,9651,Apartment,1,1090,5124299,31.07.2023,,
555,The Pad,9652,Apartment,2,1216,3464000,31.07.2023,,
555,The Pad,9653,Apartment,1,653,1858000,31.07.2023,,
555,The Pad,9654,Apartment,1,654,1763000,31.07.2023,,
555,The Pad,9655,Apartment,1,1303,3548000,31.07.2023,,
555,The Pad,9656,Apartment,1,670,1802000,31.07.2023,,
517,The Sterling East House,9657,Apartment,2,757.13,1540331,31.07.2023,,
517,The Sterling East House,9658,Apartment,2,1684.23,3766445,31.07.2023,,
517,The Sterling East House,9659,Apartment,2,1663.45,4287088,31.07.2023,,
517,The Sterling East House,9660,Apartment,1,704.93,1922643,31.07.2023,,
517,The Sterling East House,9661,Apartment,1,1122.68,3005650,31.07.2023,,
517,The Sterling East House,9662,Apartment,1,973.27,2605665,31.07.2023,,
517,The Sterling East House,9663,Apartment,1,975.43,2611429,31.07.2023,,
517,The Sterling East House,9664,Apartment,1,1183.71,3080266,31.07.2023,,
517,The Sterling East House,9665,Apartment,1,970.37,2621153,31.07.2023,,
517,The Sterling East House,9666,Apartment,0,479.1,1306615,31.07.2023,,
517,The Sterling East House,9667,Apartment,0,481.36,1312780,31.07.2023,,
2066,The Sterling West House,9668,Apartment,2,1688,3763071,31.07.2023,,
2066,The Sterling West House,9669,Apartment,2,1694,3780524,31.07.2023,,
2066,The Sterling West House,9670,Apartment,2,1689,3819365,31.07.2023,,
2066,The Sterling West House,9671,Apartment,1,974.46,2314138,31.07.2023,,
2066,The Sterling West House,9672,Apartment,1,1125.15,2672008,31.07.2023,,
2066,The Sterling West House,9673,Apartment,0,708.16,1915889,31.07.2023,,
587,The Dorchester Collection,9674,Penthouse,4,11409,85000000,31.07.2023,,
2067,Vela by Omniyat,9675,Apartment,3,5988,38333925,31.07.2023,,
2067,Vela by Omniyat,9676,Apartment,4,7338,59799600,31.07.2023,,
2067,Vela by Omniyat,9677,Apartment,4,7368,62897625,31.07.2023,,
2067,Vela by Omniyat,9678,Apartment,4,7373,63492975,31.07.2023,,
2067,Vela by Omniyat,9679,Apartment,4,8462,76149675,31.07.2023,,
2067,Vela by Omniyat,9680,Penthouse,5,11691,97813800,31.07.2023,,
2067,Vela by Omniyat,9681,Penthouse,5,11048,89997075,31.07.2023,,
2067,Vela by Omniyat,9682,Penthouse,5,11727,93414825,31.07.2023,,
2075,The Hamilton,9683,Apartment,1,631,721888,05.08.2023,,
2075,The Hamilton,9684,Apartment,1,636,721888,05.08.2023,,
2075,The Hamilton,9685,Apartment,1,650,734888,05.08.2023,,
2075,The Hamilton,9686,Apartment,1,726,827888,05.08.2023,,
2075,The Hamilton,9687,Apartment,1,725,833888,05.08.2023,,
2075,The Hamilton,9688,Apartment,1,738,862888,05.08.2023,,
2048,Sobha Hartland II,9689,Villa,5,8413.39,22716153,03.08.2023,,
2048,Sobha Hartland II,9690,Villa,5,8438.8,22784760,03.08.2023,,
2048,Sobha Hartland II,9691,Villa,5,8490.79,22925133,03.08.2023,,
2048,Sobha Hartland II,9692,Villa,6,16671.04,58348640,03.08.2023,,
2048,Sobha Hartland II,9693,Villa,6,16934.64,59271240,03.08.2023,,
2048,Sobha Hartland II,9694,Villa,6,16591.71,62218912,03.08.2023,,
2076,330 Riverside Crescent,9695,Apartment,1,828.17,1764002,03.08.2023,,
2076,330 Riverside Crescent,9696,Apartment,1,844.21,1772841,03.08.2023,,
2076,330 Riverside Crescent,9697,Apartment,1,909.12,1936425,03.08.2023,,
2076,330 Riverside Crescent,9698,Apartment,1,893.08,1942607,03.08.2023,,
2076,330 Riverside Crescent,9699,Apartment,1,913.21,2104949,03.08.2023,,
2076,330 Riverside Crescent,9700,Apartment,1,748.84,1572564,03.08.2023,,
2076,330 Riverside Crescent,9701,Apartment,1,811.06,1764055,03.08.2023,,
2076,330 Riverside Crescent,9702,Apartment,1,786.95,1711616,03.08.2023,,
2076,330 Riverside Crescent,9703,Apartment,2,1134.63,2564263,03.08.2023,,
2076,330 Riverside Crescent,9704,Apartment,2,1257.12,2859948,03.08.2023,,
2049,320 Riverside Crescent,9705,Apartment,1,754.23,1712096,03.08.2023,,
2049,320 Riverside Crescent,9706,Apartment,1,823.23,1806990,03.08.2023,,
2049,320 Riverside Crescent,9707,Apartment,1,677.16,1625178,03.08.2023,,
2049,320 Riverside Crescent,9708,Apartment,1,745.51,1625184,03.08.2023,,
2049,320 Riverside Crescent,9709,Apartment,1,756.92,1627374,03.08.2023,,
2049,320 Riverside Crescent,9710,Apartment,1,826.24,1875565,03.08.2023,,
2049,320 Riverside Crescent,9711,Apartment,1,834.31,1956457,03.08.2023,,
2049,320 Riverside Crescent,9712,Apartment,2,1087.05,2668701,03.08.2023,,
2049,320 Riverside Crescent,9713,Apartment,2,1172.51,2714367,03.08.2023,,
2049,320 Riverside Crescent,9714,Apartment,2,1087.05,2717618,03.08.2023,,
2049,320 Riverside Crescent,9715,Apartment,2,1172.51,2767130,03.08.2023,,
2049,320 Riverside Crescent,9716,Apartment,2,1194.79,2765948,03.08.2023,,
2049,320 Riverside Crescent,9717,Apartment,2,1203.95,2769085,03.08.2023,,
2049,320 Riverside Crescent,9718,Apartment,2,1244.42,2880822,03.08.2023,,
2049,320 Riverside Crescent,9719,Apartment,2,1233.22,2898067,03.08.2023,,
2049,320 Riverside Crescent,9720,Apartment,2,1326.86,3051778,03.08.2023,,
2049,320 Riverside Crescent,9721,Apartment,2,1302.44,3151905,03.08.2023,,
2049,320 Riverside Crescent,9722,Apartment,2,1376.39,3330864,03.08.2023,,
2049,320 Riverside Crescent,9723,Apartment,3,1654.41,3556988,03.08.2023,,
2049,320 Riverside Crescent,9724,Apartment,3,1656.89,3893688,03.08.2023,,
2049,320 Riverside Crescent,9725,Apartment,3,1787.99,3924638,03.08.2023,,
2049,320 Riverside Crescent,9726,Apartment,3,1790.47,4422461,03.08.2023,,
1911,Keturah Resort,9727,Apartment,1,1334.56,6789000,02.08.2023,,
1911,Keturah Resort,9728,Apartment,1,1507.23,8599000,02.08.2023,,
1911,Keturah Resort,9729,Apartment,1,1495.09,8600000,02.08.2023,,
1911,Keturah Resort,9730,Apartment,1,1739.41,10437000,02.08.2023,,
1911,Keturah Resort,9731,Apartment,2,2528.81,11392000,02.08.2023,,
1911,Keturah Resort,9732,Apartment,2,2660.84,13055000,02.08.2023,,
1911,Keturah Resort,9733,Apartment,3,3847.24,21997000,02.08.2023,,
1911,Keturah Resort,9734,Apartment,3,4216.23,20524000,02.08.2023,,
1911,Keturah Resort,9735,Apartment,3,3436.56,20581000,02.08.2023,,
1911,Keturah Resort,9736,Apartment,3,4218.09,22558000,02.08.2023,,
6895,Golf Greens,9737,Apartment,2,1292.21,1848000,05.08.2023,,
6895,Golf Greens,9738,Apartment,2,1306.42,1856000,05.08.2023,,
6895,Golf Greens,9739,Apartment,2,1344.95,1883000,05.08.2023,,
6895,Golf Greens,9740,Apartment,2,1314.38,2025000,05.08.2023,,
6895,Golf Greens,9741,Apartment,2,1298.24,2039000,05.08.2023,,
6895,Golf Greens,9742,Apartment,2,1349.58,2099000,05.08.2023,,
6895,Golf Greens,9743,Apartment,2,1643.65,2448000,05.08.2023,,
6895,Golf Greens,9744,Apartment,2,1323.53,1880000,05.08.2023,,
6895,Golf Greens,9745,Apartment,1,674.9,1026000,05.08.2023,,
6895,Golf Greens,9746,Apartment,1,674.36,1046000,05.08.2023,,
6895,Golf Greens,9747,Apartment,1,698.47,1048000,05.08.2023,,
6895,Golf Greens,9748,Apartment,1,702.02,1089000,05.08.2023,,
6895,Golf Greens,9749,Apartment,1,740.88,1127000,05.08.2023,,
6895,Golf Greens,9750,Apartment,1,680.49,1147000,05.08.2023,,
6895,Golf Greens,9751,Apartment,1,790.5,1234000,05.08.2023,,
6895,Golf Greens,9752,Apartment,1,784.69,1311000,05.08.2023,,
6895,Golf Greens,9753,Apartment,1,978.44,1468000,05.08.2023,,
6895,Golf Greens,9754,Apartment,1,1006.53,1530000,05.08.2023,,
6895,Golf Greens,9755,Apartment,1,1049.91,1554000,05.08.2023,,
6895,Golf Greens,9756,Apartment,1,1012.67,1661000,05.08.2023,,
6895,Golf Greens,9757,Apartment,2,1207.82,1716000,05.08.2023,,
6895,Golf Greens,9758,Apartment,2,1227.09,1792000,05.08.2023,,
6895,Golf Greens,9759,Apartment,2,1244.74,1805000,05.08.2023,,
6895,Golf Greens,9760,Apartment,2,1246.57,1808000,05.08.2023,,
6895,Golf Greens,9761,Apartment,2,1302.22,1824000,05.08.2023,,
6895,Golf Greens,9762,Apartment,2,1257.22,1836000,05.08.2023,,
6895,Golf Greens,9763,Apartment,2,1330.42,1857000,05.08.2023,,
6895,Golf Greens,9764,Apartment,2,1244.42,1917000,05.08.2023,,
6895,Golf Greens,9765,Apartment,2,1246.57,1920000,05.08.2023,,
6895,Golf Greens,9766,Apartment,2,1212.02,1922000,05.08.2023,,
6895,Golf Greens,9767,Apartment,1,1351.52,2122000,05.08.2023,,
6925,Verona,9768,Townhouse,4,2415.33,2028000,05.08.2023,,
6925,Verona,9769,Townhouse,4,2352.26,1893000,03.08.2023,,
1904,Sobha Seahaven,9770,Apartment,1,1106.1,4424400,05.08.2023,,
1904,Sobha Seahaven,9771,Apartment,1,1144.21,4920103,05.08.2023,,
1904,Sobha Seahaven,9772,Apartment,1,1138.5,4895550,05.08.2023,,
1904,Sobha Seahaven,9773,Apartment,1,1149.7,4943710,05.08.2023,,
1904,Sobha Seahaven,9774,Apartment,1,1154,5077600,05.08.2023,,
1904,Sobha Seahaven,9775,Apartment,1,1174.34,5167096,05.08.2023,,
1904,Sobha Seahaven,9776,Apartment,1,888.99,3911556,05.08.2023,,
1904,Sobha Seahaven,9777,Apartment,1,1198.02,5391090,05.08.2023,,
1904,Sobha Seahaven,9778,Apartment,1,1233.64,4934564,05.08.2023,,
1904,Sobha Seahaven,9779,Apartment,1,850.61,3147243,05.08.2023,,
1904,Sobha Seahaven,9780,Apartment,1,841.41,3281518,05.08.2023,,
1904,Sobha Seahaven,9781,Apartment,2,1474.77,5456649,05.08.2023,,
1904,Sobha Seahaven,9782,Apartment,2,2023.08,8294615,05.08.2023,,
1904,Sobha Seahaven,9783,Apartment,2,1930.28,8107181,05.08.2023,,
1904,Sobha Seahaven,9784,Apartment,3,2458.05,10200908,05.08.2023,,
1904,Sobha Seahaven,9785,Apartment,3,2557.83,11126561,05.08.2023,,
1904,Sobha Seahaven,9786,Apartment,3,2636.19,11731046,05.08.2023,,
1904,Sobha Seahaven,9787,Apartment,4,5022.76,28209716,05.08.2023,,
1904,Sobha Seahaven,9788,Apartment,4,4843.76,27325266,05.08.2023,,
1904,Sobha Seahaven,9789,Apartment,4,4942.36,27285340,05.08.2023,,
1904,Sobha Seahaven,9790,Apartment,4,4849.25,26311588,05.08.2023,,
1904,Sobha Seahaven,9791,Apartment,4,5132.99,29312746,05.08.2023,,
1904,Sobha Seahaven,9792,Apartment,4,4713.09,26154873,05.08.2023,,
1904,Sobha Seahaven,9793,Apartment,4,5350.2,31299070,05.08.2023,,
1904,Sobha Seahaven,9794,Apartment,4,4969.59,28495416,05.08.2023,,
1904,Sobha Seahaven,9795,Apartment,4,5055.49,28637596,05.08.2023,,
1904,Sobha Seahaven,9796,Apartment,4,4918.24,27969646,05.08.2023,,
1904,Sobha Seahaven,9797,Apartment,4,4902.63,26831626,05.08.2023,,
2005,SeaPoint,9798,Apartment,1,784,4111888,07.08.2023,,
2005,SeaPoint,9799,Apartment,1,736,3687888,07.08.2023,,
2005,SeaPoint,9800,Apartment,1,745,3178888,07.08.2023,,
2005,SeaPoint,9801,Apartment,2,1463,7246888,07.08.2023,,
2005,SeaPoint,9802,Apartment,2,1382,6469888,07.08.2023,,
2005,SeaPoint,9803,Apartment,2,1380,6441888,07.08.2023,,
2005,SeaPoint,9804,Apartment,2,1471,6014888,07.08.2023,,
2005,SeaPoint,9805,Apartment,2,1430,5419888,07.08.2023,,
2005,SeaPoint,9806,Apartment,3,1790,9280888,07.08.2023,,
2005,SeaPoint,9807,Apartment,3,1809,9100888,07.08.2023,,
2005,SeaPoint,9808,Apartment,3,1508,8147888,07.08.2023,,
2005,SeaPoint,9809,Apartment,3,1514,8110888,07.08.2023,,
2005,SeaPoint,9810,Apartment,4,4462,26282888,07.08.2023,,
2005,SeaPoint,9811,Apartment,4,2464,14875888,07.08.2023,,
2027,Creek Waters II,9812,Apartment,1,923,2242888,07.08.2023,,
2027,Creek Waters II,9813,Apartment,1,917,2198888,07.08.2023,,
2027,Creek Waters II,9814,Apartment,1,918,2174888,07.08.2023,,
2027,Creek Waters II,9815,Apartment,1,916,2097888,07.08.2023,,
2027,Creek Waters II,9816,Apartment,1,900,2095888,07.08.2023,,
2027,Creek Waters II,9817,Apartment,1,777,1788888,07.08.2023,,
2027,Creek Waters II,9818,Apartment,1,757,1734888,07.08.2023,,
2027,Creek Waters II,9819,Apartment,1,755,1730888,07.08.2023,,
2027,Creek Waters II,9820,Apartment,4,2435,6261888,07.08.2023,,
6898,Fairway Villas II,9821,Villa,4,3882,5612888,07.08.2023,,
6898,Fairway Villas II,9822,Villa,4,3878,5496888,07.08.2023,,
6898,Fairway Villas II,9823,Villa,3,3030,3275888,07.08.2023,,
6898,Fairway Villas II,9824,Villa,3,2990,3213888,07.08.2023,,
2078,May,9825,Villa,3,2035,2667888,07.08.2023,,
2078,May,9826,Villa,3,2033,2659888,07.08.2023,,
2078,May,9827,Villa,3,1989,2641888,07.08.2023,,
2078,May,9828,Villa,3,1984,2562888,07.08.2023,,
2082,Al Habtoor Tower,9829,Apartment,1,880.06,2244153,07.08.2023,,
2082,Al Habtoor Tower,9830,Apartment,1,978.76,2349024,07.08.2023,,
2082,Al Habtoor Tower,9831,Apartment,1,866.17,2252042,07.08.2023,,
2082,Al Habtoor Tower,9832,Apartment,1,973.92,2837028,07.08.2023,,
2082,Al Habtoor Tower,9833,Apartment,1,1046.14,3051590,07.08.2023,,
2082,Al Habtoor Tower,9834,Apartment,1,1143.56,2826880,07.08.2023,,
2082,Al Habtoor Tower,9835,Apartment,1,1170.25,3855973,07.08.2023,,
2082,Al Habtoor Tower,9836,Apartment,1,980.7,2634160,07.08.2023,,
2082,Al Habtoor Tower,9837,Apartment,1,1496.18,3602801,07.08.2023,,
2082,Al Habtoor Tower,9838,Apartment,1,1121.6,3768576,07.08.2023,,
2082,Al Habtoor Tower,9839,Apartment,1,1237.74,3406260,07.08.2023,,
2082,Al Habtoor Tower,9840,Apartment,1,1500.81,3702498,07.08.2023,,
2082,Al Habtoor Tower,9841,Apartment,1,1515.45,3791655,07.08.2023,,
2082,Al Habtoor Tower,9842,Apartment,2,1475.73,3763111,07.08.2023,,
2082,Al Habtoor Tower,9843,Apartment,2,1523.85,3962010,07.08.2023,,
2082,Al Habtoor Tower,9844,Apartment,2,1468.09,3750969,07.08.2023,,
2082,Al Habtoor Tower,9845,Apartment,2,1621.32,4815451,07.08.2023,,
2082,Al Habtoor Tower,9846,Apartment,2,1532.29,4516691,07.08.2023,,
2082,Al Habtoor Tower,9847,Apartment,2,1534.93,4581766,07.08.2023,,
2082,Al Habtoor Tower,9848,Apartment,2,1639.45,4672432,07.08.2023,,
2082,Al Habtoor Tower,9849,Apartment,3,2084.97,6275759,07.08.2023,,
2082,Al Habtoor Tower,9850,Apartment,3,2181.95,6545850,07.08.2023,,
2082,Al Habtoor Tower,9851,Apartment,3,2259.34,6890987,07.08.2023,,
2082,Al Habtoor Tower,9852,Apartment,3,1819.75,7169815,07.08.2023,,
2082,Al Habtoor Tower,9853,Apartment,3,1995.84,6067353,07.08.2023,,
2082,Al Habtoor Tower,9854,Apartment,3,2170,6944000,07.08.2023,,
2047,Jannat,9855,Apartment,1,760,930079,07.08.2023,,
2047,Jannat,9856,Apartment,1,765,927827,07.08.2023,,
2047,Jannat,9857,Apartment,1,770,940850,07.08.2023,,
2047,Jannat,9858,Apartment,1,775,944775,07.08.2023,,
2047,Jannat,9859,Apartment,1,780,951621,07.08.2023,,
2047,Jannat,9860,Apartment,1,795,949510,07.08.2023,,
2047,Jannat,9861,Apartment,1,805,958211,07.08.2023,,
2047,Jannat,9862,Apartment,1,810,984040,07.08.2023,,
2047,Jannat,9863,Apartment,2,1130,1450001,07.08.2023,,
2047,Jannat,9864,Apartment,2,1200,1461302,07.08.2023,,
2047,Jannat,9865,Apartment,2,1365,1634899,07.08.2023,,
2047,Jannat,9866,Apartment,2,1145,1460376,07.08.2023,,
2047,Jannat,9867,Apartment,2,1165,1472275,07.08.2023,,
2047,Jannat,9868,Apartment,2,1183,1474159,07.08.2023,,
2083,Amalia Residence,9869,Apartment,1,830,827730,07.08.2023,,
2083,Amalia Residence,9870,Apartment,1,850,852420,07.08.2023,,
2083,Amalia Residence,9871,Apartment,1,865,910744,07.08.2023,,
2083,Amalia Residence,9872,Apartment,1,880,916393,07.08.2023,,
2083,Amalia Residence,9873,Apartment,1,930,936147,07.08.2023,,
2083,Amalia Residence,9874,Apartment,1,935,866379,07.08.2023,,
2083,Amalia Residence,9875,Apartment,1,1030,892513,07.08.2023,,
2083,Amalia Residence,9876,Apartment,1,1090,960967,07.08.2023,,
2083,Amalia Residence,9877,Apartment,2,2245,1469302,07.08.2023,,
2083,Amalia Residence,9878,Apartment,2,1215,1219165,07.08.2023,,
2083,Amalia Residence,9879,Apartment,2,1260,1244716,07.08.2023,,
2083,Amalia Residence,9880,Apartment,2,1270,1282137,07.08.2023,,
2083,Amalia Residence,9881,Apartment,2,1395,1412985,07.08.2023,,
2083,Amalia Residence,9882,Apartment,2,1490,1355578,07.08.2023,,
2083,Amalia Residence,9883,Apartment,2,1530,1328441,07.08.2023,,
2083,Amalia Residence,9884,Apartment,2,1565,1348367,07.08.2023,,
2083,Amalia Residence,9885,Apartment,2,1570,1350176,07.08.2023,,
2083,Amalia Residence,9886,Apartment,3,2875,1980797,07.08.2023,,
2038,Verdana Residence 2,9887,Apartment,1,868,680352,07.08.2023,,
2038,Verdana Residence 2,9888,Apartment,1,658,658720,07.08.2023,,
2038,Verdana Residence 2,9889,Apartment,1,601,650569,07.08.2023,,
2038,Verdana Residence 2,9890,Apartment,1,642,659324,07.08.2023,,
2038,Verdana Residence 2,9891,Apartment,1,675,664873,07.08.2023,,
2038,Verdana Residence 2,9892,Apartment,1,627,664380,07.08.2023,,
2038,Verdana Residence 2,9893,Apartment,1,618,665804,07.08.2023,,
1314,Samana Waves,9894,Apartment,1,966.71,1706650,07.08.2023,,
1314,Samana Waves,9895,Apartment,1,958.63,1706650,07.08.2023,,
1314,Samana Waves,9896,Apartment,2,1230.85,1764430,07.08.2023,,
1314,Samana Waves,9897,Apartment,2,1110.51,2021230,07.08.2023,,
1314,Samana Waves,9898,Apartment,3,1705.22,2459930,07.08.2023,,
1314,Samana Waves,9899,Apartment,3,1682.08,2513430,07.08.2023,,
1314,Samana Waves,9900,Apartment,3,1573.47,2513430,07.08.2023,,
1314,Samana Waves,9901,Apartment,2,1593.06,2620430,07.08.2023,,
1314,Samana Waves,9902,Apartment,2,1972.59,2620430,07.08.2023,,
1314,Samana Waves,9903,Apartment,2,1525.68,2673930,07.08.2023,,
2085,Dolce Vita,9904,Apartment,1,764.17,1387000,07.08.2023,,
2085,Dolce Vita,9905,Apartment,1,774.03,1276000,07.08.2023,,
2085,Dolce Vita,9906,Apartment,1,795.59,1300000,07.08.2023,,
2085,Dolce Vita,9907,Apartment,1,816.98,1309000,07.08.2023,,
2085,Dolce Vita,9908,Apartment,1,802.8,1402000,07.08.2023,,
2085,Dolce Vita,9909,Apartment,1,850.46,1414000,07.08.2023,,
2085,Dolce Vita,9910,Apartment,1,815.15,1310000,07.08.2023,,
2085,Dolce Vita,9911,Apartment,2,928.39,1454000,07.08.2023,,
2085,Dolce Vita,9912,Apartment,2,1262.07,1799000,07.08.2023,,
2085,Dolce Vita,9913,Apartment,2,1261.32,1815000,07.08.2023,,
2085,Dolce Vita,9914,Apartment,2,1244.74,1899000,07.08.2023,,
2069,Golf Residence,9915,Apartment,2,1397.69,2697777,07.08.2023,,
2069,Golf Residence,9916,Apartment,2,1723.62,3437777,07.08.2023,,
2069,Golf Residence,9917,Apartment,2,1749.78,3085777,07.08.2023,,
2069,Golf Residence,9918,Apartment,2,1397.69,3006777,07.08.2023,,
2069,Golf Residence,9919,Apartment,2,1548.06,2917777,07.08.2023,,
2023,Canal Front Residences,9920,Apartment,2,1744.4,4042230,31.07.2023,,
2023,Canal Front Residences,9921,Apartment,2,1745.04,4044066,31.07.2023,,
2023,Canal Front Residences,9922,Apartment,2,1590.8,4041125,31.07.2023,,
2023,Canal Front Residences,9923,Apartment,2,1598.55,4302656,31.07.2023,,
2023,Canal Front Residences,9924,Apartment,2,1532.24,4028979,31.07.2023,,
2023,Canal Front Residences,9925,Apartment,2,1588.54,4236721,31.07.2023,,
2023,Canal Front Residences,9926,Apartment,2,1734.38,5026697,31.07.2023,,
2023,Canal Front Residences,9927,Apartment,2,1677.33,5142655,31.07.2023,,
2023,Canal Front Residences,9928,Apartment,2,1732.02,5216792,31.07.2023,,
2023,Canal Front Residences,9929,Apartment,2,1471.21,3004833,31.07.2023,,
2023,Canal Front Residences,9930,Apartment,2,1473.04,3222855,31.07.2023,,
2023,Canal Front Residences,9931,Apartment,3,1740.31,3785473,31.07.2023,,
2023,Canal Front Residences,9932,Apartment,3,1739.77,3844738,31.07.2023,,
2023,Canal Front Residences,9933,Apartment,3,1741.6,4148991,31.07.2023,,
2023,Canal Front Residences,9934,Apartment,1,1139.36,2079419,31.07.2023,,
2023,Canal Front Residences,9935,Apartment,1,972.09,2010217,31.07.2023,,
2023,Canal Front Residences,9936,Apartment,2,1712.53,3805906,31.07.2023,,
2023,Canal Front Residences,9937,Apartment,2,1653.34,3858166,31.07.2023,,
2023,Canal Front Residences,9938,Apartment,2,1593.81,4146546,31.07.2023,,
2087,Samana Golf Views,9939,Apartment,0,406,765720,09.08.2023,,
2087,Samana Golf Views,9940,Apartment,0,411,765720,09.08.2023,,
2087,Samana Golf Views,9941,Apartment,0,462,781920,09.08.2023,,
2087,Samana Golf Views,9942,Apartment,0,768,781920,09.08.2023,,
2087,Samana Golf Views,9943,Apartment,0,769,781920,09.08.2023,,
2087,Samana Golf Views,9944,Apartment,0,509,841320,09.08.2023,,
2087,Samana Golf Views,9945,Apartment,0,393,857520,09.08.2023,,
2087,Samana Golf Views,9946,Apartment,1,823,1159920,09.08.2023,,
2087,Samana Golf Views,9947,Apartment,1,824,1165320,09.08.2023,,
2087,Samana Golf Views,9948,Apartment,1,828,1219320,09.08.2023,,
2087,Samana Golf Views,9949,Apartment,1,826,1219320,09.08.2023,,
2087,Samana Golf Views,9950,Apartment,1,808,1240920,09.08.2023,,
